FLX_ANN_MOI,AGE_BEN_SNDS,BEN_SEX_COD,RAC,FLT_PAI_MNT
202109,70,2,259620910.59,1094432339.67
202109,80,0,5508.12,16053.79
202109,80,1,128497619.43,795265665.02
202109,80,2,236377225.31,1226663078.03
202109,99,0,52.890000000000015,219963913.36
202109,99,1,248744.6,11634239.52
202109,99,2,273636.37,11057058.14
202110,0,0,87.50000000000001,961.98
202110,0,1,231327254.15,665988262.76
202110,0,2,237368473.82,613118199.41
202110,20,1,87813193.94,302306269.59
202110,20,2,139169543.72,458392957.08
202110,30,1,120195443.2,399947692.75
202110,30,2,194437997.39,656872860.09
202110,40,1,176405979.31,547471137.09
202110,40,2,244388345.82,714104001.95
202110,50,1,248749388.68,849120437.91
202110,50,2,308250989.3,954686165.6
202110,60,1,257598959.48,1298676810.26
202110,60,2,310670743.09,1094843109.19
202110,70,1,233340773.91,1158136937.38
202110,70,2,295020977.27,1158043177.46
202110,80,0,2089.2,5926.28
202110,80,1,137952629.37,804095420.23
202110,80,2,248772072.06,1232539481.7
202110,99,0,975.49,108473738.49
202110,99,1,295208.47,7267176.57
202110,99,2,271408.12,6629194.52
202111,0,0,74.82,659.17
202111,0,1,228573339.45,644900023.03
202111,0,2,236816995.21,600661736.1
202111,20,1,84971406.87,277799430.44
202111,20,2,136030105.69,430542665.07
202111,30,1,116807555.86,379201093.32
202111,30,2,189329782.15,630264300.07
202111,40,1,172175482.44,531043489.67
202111,40,2,239279149.17,695353586.89
202111,50,1,242626851.06,833221922.59
202111,50,2,299300263.83,933575233.11
202111,60,0,0.0,2956.44
202111,60,1,257556714.38,1458414547.08
202111,60,2,304971869.95,1090065158.03
202111,70,1,237626661.32,1178725206.85
202111,70,2,295034819.74,1167354176.8
202111,80,0,2506.0299999999997,7632.78
202111,80,1,142110132.24,814767517.0
202111,80,2,254872141.42000002,1244110665.62
202111,99,0,0.0,206537759.46
202111,99,1,276616.12,30047989.49
202111,99,2,245779.74,8188843.56
202112,0,0,341.37,2419.88
202112,0,1,250389726.67,786958448.18
202112,0,2,256423312.96,730816109.72
202112,20,0,0.0,59.65
202112,20,1,91860272.69,325448794.04
202112,20,2,143886144.44,490963304.54
202112,30,1,128212006.07,438799098.59
202112,30,2,202160125.38,703084763.27
202112,40,1,190146643.25,604767382.71
202112,40,2,257244508.68,777841595.07
202112,50,1,267865835.13,928981400.66
202112,50,2,325690405.7,1036590407.08
202112,60,0,0.0,149899.0
202112,60,1,285421499.71,1520655396.33
202112,60,2,333350001.6,1190564234.58
202112,70,1,260347982.64,1274805038.55
202112,70,2,316953237.02,1251377949.16
202112,80,0,418.62,1073.24
202112,80,1,149975215.97,858927279.89
202112,80,2,266721558.89,1299520358.7
202112,99,0,238268.07,50727796.410000004
202112,99,1,237647.58,4792769.09
202112,99,2,290430.18,2744469.29
202201,0,0,18.75,93.75
202201,0,1,201242948.31,756603113.44
202201,0,2,208320973.19,717141946.84
202201,20,1,76250219.66,325348340.7
202201,20,2,121464806.96,485279413.54
202201,30,1,104924649.5,418544350.26
202201,30,2,166693044.09,663230062.92
202201,40,1,152491060.04,555392505.35
202201,40,2,205535570.49,716775850.24
202201,50,1,212146651.12,832865542.36
202201,50,2,253336328.96,918566442.51
202201,60,0,0.0,9387.0
202201,60,1,223060443.5,1492047709.9
202201,60,2,254362868.43,1016328193.1
202201,70,1,206206125.41,1105162323.39
202201,70,2,247800064.6,1069841607.43
202201,80,0,881.05,5462.82
202201,80,1,123793736.17,770858475.76
202201,80,2,222053788.71,1174422220.99
202201,99,0,0.0,45073029.55
202201,99,1,301481.54,7770493.97
202201,99,2,278140.7,3899739.1
202202,0,0,0.0,519.32
202202,0,1,196898045.65,653136707.67
202202,0,2,204910109.02,614153697.12
202202,20,0,0.0,28.0
202202,20,1,78901123.53,287390588.08
202202,20,2,126526720.39,440482002.29
202202,30,1,108216289.21,382901622.68
202202,30,2,174910713.71,629199374.91
202202,40,1,160858495.09,521501302.44
202202,40,2,222456783.17,696782274.7
202202,50,1,229196857.73,800579698.56
202202,50,2,282122619.24,909312696.35
202202,60,0,0.0,3.45
202202,60,1,242121689.28,1375719027.54
202202,60,2,285293147.55,1024984228.97
202202,70,1,222047544.54,1106402795.25
202202,70,2,271053720.05,1085019395.37
202202,80,1,126604822.54,755527390.25
202202,80,2,223190205.71,1145236720.29
202202,99,0,5326.639999999999,103363471.13
202202,99,1,241185.77,10494013.39
202202,99,2,270783.84,8568343.57
202203,0,0,1141.08,1647.57
202203,0,1,240262193.65,700970250.25
202203,0,2,252680912.35999998,660659837.92
202203,20,0,272.90999999999997,273.0
202203,20,1,89236955.76,302225557.22
202203,20,2,145413968.3,466952375.38
202203,30,1,123791057.66,409232021.45
202203,30,2,202920606.36,674902066.45
202203,40,1,184992820.09,569623277.84
202203,40,2,259998179.59,762471218.72
202203,50,1,259894477.8,885980625.53
202203,50,2,326857721.57,1011274982.23
202203,60,0,0.0,2375.0
202203,60,1,271457659.11,1399191477.29
202203,60,2,326650243.89,1143847972.52
202203,70,1,246996312.16,1218210536.73
202203,70,2,309219092.07,1207774093.21
202203,80,0,649.3399999999999,3662.63
202203,80,1,143421540.73,840823942.61
202203,80,2,257436982.1,1289320457.38
202203,99,0,11547.73,259498709.16
202203,99,1,247042.3,19175778.95
202203,99,2,285533.84,7882232.0
202204,0,0,0.0,505.08000000000004
202204,0,1,220537637.23,636978334.47
202204,0,2,226360545.39,591564594.81
202204,20,1,83636782.64,277073483.22
202204,20,2,131806564.01,423935225.85
202204,30,1,113567453.14,374292305.67
202204,30,2,183319304.65,617585940.55
202204,40,1,164529915.27,520005639.97
202204,40,2,229554045.13,691623189.78
202204,50,1,233959143.69,814758199.55
202204,50,2,289705667.08,923812916.82
202204,60,1,247704476.28,1385084757.91
202204,60,2,296920526.2,1064634540.43
202204,70,1,230607035.31,1160395449.85
202204,70,2,288659198.13,1142851788.69
202204,80,0,825.38,2483.1
202204,80,1,131899755.47,782764396.75
202204,80,2,234126077.51,1177654550.03
202204,99,0,182.49,640319969.18
202204,99,1,224743.91999999998,45080143.12
202204,99,2,221551.32,58274136.07
202205,0,0,0.0,1168.18
202205,0,1,239006883.48,647311517.49
202205,0,2,245770919.0,601258799.48
202205,20,0,0.0,150.35
202205,20,1,93598031.15,292922372.84
202205,20,2,145768730.8,454083861.25
202205,30,1,127329453.82,401425859.45
202205,30,2,203476937.29,666721428.4
202205,40,1,182038833.65,558097377.58
202205,40,2,253674589.68,742232680.28
202205,50,1,258002154.38,890767356.96
202205,50,2,321245672.58,1006836323.19
202205,60,1,272254735.49,1644517474.66
202205,60,2,325322429.92,1165461736.04
202205,70,1,255912789.22,1292906247.04
202205,70,2,322596975.03,1279025759.16
202205,80,0,3478.16,13325.89
202205,80,1,146414592.98,875394928.62
202205,80,2,264127965.12,1315274538.48
202205,99,0,1898.9599999999998,138593290.56
202205,99,1,263811.94,15390004.67
202205,99,2,270519.36,7085758.04
202206,0,0,112.81,373.9
202206,0,1,243292241.04,662413215.67
202206,0,2,247348369.56,608672861.21
202206,0,9,1031.78,2074.41
202206,20,1,93032753.98,288970067.62
202206,20,2,143128557.84,446769735.27
202206,20,9,1687.3099999999997,7861.599999999999
202206,30,1,127365214.58,395703135.77
202206,30,2,203306854.89,662650460.2
202206,30,9,546.7099999999999,1896.7199999999998
202206,40,0,0.0,2.0
202206,40,1,183734754.84,555632573.26
202206,40,2,253856819.43,735547579.58
202206,40,9,1506.1799999999998,4612.969999999999
202206,50,1,260952839.7,883452458.01
202206,50,2,321475986.85,993340270.4
202206,50,9,0.0,1071.31
202206,60,1,273852470.12,1592815971.84
202206,60,2,327659516.84,1152611103.9
202206,60,9,114.48000000000009,1171.55
202206,70,1,256230236.31,1277449560.31
202206,70,2,321726306.99,1259503744.04
202206,70,9,539.23,2184.33
202206,80,0,2755.21,8952.78
202206,80,1,149582217.97,871048388.49
202206,80,2,269707889.81,1308485739.2
202206,80,9,87.60000000000008,1615.48
202206,99,0,251.29000000000002,189842736.14000002
202206,99,1,296750.2,11891386.309999999
202206,99,2,294567.63,21033290.91
202206,99,9,0.0,1053.3600000000001
202207,0,0,0.0,699.84
202207,0,1,217840128.12,623299243.91
202207,0,2,221181927.15,565731989.71
202207,20,1,85135808.72,275143285.96
202207,20,2,130154939.51,413916685.42
202207,30,1,114747849.31,368305636.13
202207,30,2,180529196.83,595493704.77
202207,40,1,166164019.01,511061798.48
202207,40,2,226692299.99,666465568.75
202207,50,1,239096071.78,811756197.72
202207,50,2,291712923.38,908038512.07
202207,60,1,242029110.56,1827093913.08
202207,60,2,285783961.42,1032231808.0
202207,70,1,221718569.93,1145491488.15
202207,70,2,276355272.46,1120755139.25
202207,80,0,2934.82,8478.01
202207,80,1,132349120.55,793035207.95
202207,80,2,238215299.17,1196786106.39
202207,99,0,376.52000000000004,76107593.99
202207,99,1,214263.4,8926766.12
202207,99,2,275131.45,8743125.39
202208,0,0,30109.050000000007,79444.27
202208,0,1,160400544.83,455954356.05
202208,0,2,165386205.64,423185734.16
202208,20,1,74966386.18,244670009.58
202208,20,2,116879046.17,376337582.67
202208,30,1,93436122.06,321380605.01
202208,30,2,146589268.22,515517179.65
202208,40,0,371.96000000000004,914.98
202208,40,1,128217133.21,431956184.25
202208,40,2,175264776.32,552972797.28
202208,50,1,184932349.16,711014267.7
202208,50,2,224129271.35,772145315.04
202208,60,1,187536519.21,1225820607.81
202208,60,2,213529902.71,894547698.25
202208,70,1,176016356.08,1068711136.86
202208,70,2,214158386.04,1008250359.07
202208,80,0,23684.260000000002,69783.38
202208,80,1,112409682.43,774669410.65
202208,80,2,209081656.34,1168839089.82
202208,99,0,20.0,43662925.74
202208,99,1,190462.57,5834850.95
202208,99,2,190966.82,3378778.21
202209,0,0,22647.66,111064.66
202209,0,1,252909750.04,643168069.99
202209,0,2,262152721.51,605558626.08
202209,20,1,90402604.64,281194519.48
202209,20,2,141202980.54,430817492.44
202209,30,1,118917119.8,374935690.2
202209,30,2,189230017.43,622380712.97
202209,40,1,174174063.5,528029673.11
202209,40,2,239343121.2,693081263.7
202209,50,1,243860799.25,835032478.38
202209,50,2,295829715.21,928042259.58
202209,60,1,241695218.18,1334363524.06
202209,60,2,283154247.97,1057368768.77
202209,70,1,221528884.29,1192957543.2
202209,70,2,276919620.54,1164203190.79
202209,80,0,10802.190000000002,33373.58
202209,80,1,133595003.85,832082365.93
202209,80,2,239445492.33,1252886791.45
202209,99,0,361.75,208067915.35999998
202209,99,1,245815.86,8869170.18
202209,99,2,228019.41,17114272.9
202210,0,0,1014.7000000000003,5433.35
202210,0,1,244062552.57,664192910.07
202210,0,2,249486080.48,613093393.32
202210,20,1,89395349.31,279279176.19
202210,20,2,142505031.32,434197399.57
202210,30,1,122297513.65,382274688.32
202210,30,2,197304961.49,637078003.7
202210,40,1,180395267.54,538407016.43
202210,40,2,250841162.12,718139598.23
202210,50,1,259715222.68,860777823.61
202210,50,2,319687392.45,975498621.35
202210,60,1,269629710.22,1380467950.64
202210,60,2,319922533.02,1125957094.13
202210,70,1,249356971.99,1244586075.6
202210,70,2,311445303.76,1233675758.28
202210,80,0,1326.9400000000003,3285.1800000000003
202210,80,1,143357988.57,847327107.59
202210,80,2,251716665.4,1267725550.85
202210,99,0,158.86,8487951.1
202210,99,1,243458.91,2559798.95
202210,99,2,235340.75,1938122.76
202211,0,0,7551.4800000000005,38005.08
202211,0,1,246804568.60999998,653317580.0
202211,0,2,254178857.68,606565986.05
202211,20,0,211.57000000000005,520.46
202211,20,1,87303372.58,270061625.58
202211,20,2,138630280.03,414881651.89
202211,30,0,24.410000000000004,927.35
202211,30,1,119082885.98,370664166.43
202211,30,2,192634713.82,616584074.8
202211,40,0,0.0,133.88
202211,40,1,173479302.0,519726962.28
202211,40,2,243391820.84,696402501.81
202211,50,0,0.0,30.7
202211,50,1,249379905.35,840712196.73
202211,50,2,307673966.14,946393276.22
202211,60,1,264420932.9,1393756832.04
202211,60,2,311518574.37,1113141119.65
202211,70,1,249353722.08,1246868975.42
202211,70,2,309292418.88,1230443135.34
202211,80,0,3830.840000000001,55124.48
202211,80,1,143888323.21,851339207.15
202211,80,2,256697496.16,1277594740.82
202211,99,0,1034.89,199674449.2
202211,99,1,228564.19,8720555.63
202211,99,2,261631.94,23780437.31
202212,0,0,698.5700000000002,4574.84
202212,0,1,268977105.84,739697509.21
202212,0,2,273280647.74,674940940.0
202212,20,0,40.0,100.0
202212,20,1,95671760.95,297028126.59
202212,20,2,148571436.4,443806678.23
202212,30,1,130362274.26,401972182.49
202212,30,2,204021629.09,649763357.91
202212,40,0,24.0,60.0
202212,40,1,189163986.81,563715800.37
202212,40,2,257794653.59,738753396.25
202212,50,1,272862128.35,904736494.81
202212,50,2,329970769.17,1008393028.23
202212,60,0,0.0,54.0
202212,60,1,288508094.57,1548541678.1
202212,60,2,334876464.2,1181284869.05
202212,70,1,267483675.55,1320423678.66
202212,70,2,324924501.72,1279576967.73
202212,80,0,211.57000000000005,7707.610000000001
202212,80,1,149771726.97,881913223.46
202212,80,2,261122487.95,1298551263.06
202212,99,0,273.48,49523006.99
202212,99,1,243662.33000000002,3226335.35
202212,99,2,242994.55,1877660.09
202301,0,0,0.0,25.0
202301,0,1,245638923.56,664858839.06
202301,0,2,253893643.07,612741505.9
202301,20,0,0.0,27.0
202301,20,1,92190749.55,286950893.93
202301,20,2,143782982.92,435226512.91
202301,30,1,121853772.0,389490676.72
202301,30,2,194081714.49,633278667.62
202301,40,1,175908517.58,542966842.49
202301,40,2,238585053.33,706540461.74
202301,50,0,0.0,70.0
202301,50,1,247560806.51,870233076.76
202301,50,2,296183009.75,957566420.28
202301,60,1,256561858.09,1582207806.67
202301,60,2,296064172.83,1112812205.84
202301,70,1,241680781.76,1277892742.59
202301,70,2,291379169.67,1230540779.0
202301,80,1,139511069.59,880367275.39
202301,80,2,244292503.67,1306900679.68
202301,99,0,0.0,14858162.94
202301,99,1,274674.55,3415928.6
202301,99,2,292937.27,2891859.32
202302,0,0,0.06000000000000001,209.01
202302,0,1,222637060.49,607159029.4
202302,0,2,229880811.53,565642152.42
202302,20,1,87188508.64,266297437.98
202302,20,2,137753927.15,404986894.59
202302,30,1,117655596.64,359006862.05
202302,30,2,188330356.66,591000142.09
202302,40,1,169773877.31,503556776.59
202302,40,2,237448374.93,672388730.67
202302,50,0,0.0,34.02
202302,50,1,243239663.96,810085628.68
202302,50,2,299793940.01,915854948.49
202302,60,1,254915415.9,1423229467.82
202302,60,2,301495798.53,1064048411.91
202302,70,1,237510000.72,1185109794.55
202302,70,2,292441042.03,1161240476.67
202302,80,1,132118726.23,796483411.57
202302,80,2,228160837.52,1179308232.25
202302,99,0,93475.16999999998,19079731.39
202302,99,1,239280.25,3538334.22
202302,99,2,235371.58,2531673.24
202303,0,0,773.77,5836.52
202303,0,1,258662092.92,681724239.27
202303,0,2,271047964.12,641346256.92
202303,20,0,0.0,31.59
202303,20,1,95505650.64,287953797.52
202303,20,2,152896506.83,443145931.8
202303,30,1,130717178.55,395831866.14
202303,30,2,211884230.6,654954631.3
202303,40,0,12.170000000000002,30.42
202303,40,1,190233777.22,556701501.0
202303,40,2,268348604.07,747107346.08
202303,50,0,0.0,7.02
202303,50,1,271386990.02,888608738.9
202303,50,2,338610059.03,1010859544.52
202303,60,1,282923603.12,1509282680.47
202303,60,2,340265220.83,1161957952.94
202303,70,1,261744801.94,1279656838.47
202303,70,2,325432696.59,1261638409.52
202303,80,0,437.82000000000033,9208.480000000001
202303,80,1,147446569.12,867174380.66
202303,80,2,256770024.25,1293217352.87
202303,99,0,8860.849999999999,313519325.81
202303,99,1,261050.22,17166886.79
202303,99,2,294218.6,16292309.64
202304,0,0,162.39999999999998,2160.9
202304,0,1,218358945.0,592516743.55
202304,0,2,225114701.2,547515680.62
202304,20,1,86984660.26,259577863.26
202304,20,2,133805022.33,391720164.64
202304,30,1,115684737.34,352891090.23
202304,30,2,183887593.46,577878393.03
202304,40,0,1.77,4.42
202304,40,1,165448822.18,494659436.16
202304,40,2,230710735.2,661545331.53
202304,50,1,237949891.78,804528663.21
202304,50,2,296578723.26,912783073.37
202304,60,1,253639471.9,1351056766.94
202304,60,2,304044706.5,1072080847.82
202304,70,1,240333306.95,1212748860.24
202304,70,2,303355150.58,1192910126.82
202304,80,0,1355.75,3786.1400000000003
202304,80,1,132122951.99,803319770.46
202304,80,2,230399960.97,1173569162.11
202304,99,0,1253.91,639563259.16
202304,99,1,192803.0,42132227.0
202304,99,2,201780.87,59336118.97
202305,0,0,285.5,527.0
202305,0,1,238038622.8,620064815.29
202305,0,2,246353482.37,578632556.44
202305,20,1,94445328.36,280517003.3
202305,20,2,145302165.92,424945522.52
202305,30,1,125564439.62,380055950.23
202305,30,2,199831988.67,628616482.94
202305,40,1,176174538.32,529358897.03
202305,40,2,245483094.07,706538100.44
202305,50,1,253378576.43,859490696.72
202305,50,2,313023707.47,967814090.09
202305,60,1,265918120.44,1643858047.79
202305,60,2,319917394.8,1141949692.03
202305,70,1,253920785.08,1294427878.56
202305,70,2,322748929.7,1285673757.11
202305,80,0,6018.8600000000015,20460.88
202305,80,1,147576754.14,877459359.98
202305,80,2,262893336.85999998,1300408319.58
202305,99,0,900.4,15520835.92
202305,99,1,245931.53,3135246.47
202305,99,2,274485.72,2698606.67
202306,0,0,12.29,102.28999999999999
202306,0,1,273800667.88,713178721.49
202306,0,2,277836025.15,658261459.03
202306,20,1,106446091.65,309549508.91
202306,20,2,161977196.95,472436799.07
202306,30,0,0.0,1632.45
202306,30,1,141779451.38,420347875.23
202306,30,2,226115299.04,701460551.26
202306,40,1,200353269.83,588625286.79
202306,40,2,277634348.05,786030270.55
202306,50,1,288424416.34,952612978.12
202306,50,2,356353944.37,1078910561.12
202306,60,1,300874810.39,2193481913.19
202306,60,2,362107159.8,1258613439.35
202306,70,1,284825003.17,1425578833.13
202306,70,2,361764593.73,1408532546.29
202306,80,0,738.04,2584.54
202306,80,1,162788651.44,961341422.95
202306,80,2,287230445.4,1407127047.01
202306,99,0,258.19,202037389.43
202306,99,1,286687.59,14872458.559999999
202306,99,2,273811.71,10876001.81
202307,0,0,0.0,48653.7
202307,0,1,231158395.9,628127170.51
202307,0,2,234633427.8,570694837.04
202307,20,1,94020831.75,278185058.05
202307,20,2,141863486.62,413485825.73
202307,30,1,123976744.23,370550979.74
202307,30,2,192714014.98,599779434.24
202307,40,1,174622733.53,516900962.74
202307,40,2,240369547.42,679587277.96
202307,50,1,257014865.84,841693107.8
202307,50,2,314118515.98,944801739.0
202307,60,1,261631029.95,1977233013.0
202307,60,2,309588956.24,1088603790.24
202307,70,1,242153395.18,1237016199.22
202307,70,2,300995914.94,1205105108.71
202307,80,0,4670.62,14411.83
202307,80,1,139247143.67,845876129.02
202307,80,2,245100155.02,1244343486.2
202307,99,0,30.0,79387655.1
202307,99,1,209985.46,7403245.31
202307,99,2,228895.94,7788952.12
202308,0,0,32038.64,536345.76
202308,0,1,169270554.95,468344300.47
202308,0,2,174366073.43,433239673.57
202308,20,1,81878646.67,252893453.56
202308,20,2,126951974.61,383652020.47
202308,30,1,100141384.51,329697489.98
202308,30,2,156645719.36,527358066.38
202308,40,1,135678642.02,445477436.57
202308,40,2,186910049.01,573844557.98
202308,50,1,198484693.42,735253685.91
202308,50,2,239577871.43,805574933.41
202308,60,0,599.0500000000001,1153.07
202308,60,1,198804287.2,1263779895.99
202308,60,2,228042581.04,946346667.44
202308,70,0,691.95,1605.0900000000001
202308,70,1,186895998.41,1134370132.53
202308,70,2,228580830.23,1068386137.91
202308,80,0,27032.65,73111.96
202308,80,1,116390962.95,809498523.15
202308,80,2,210771142.74,1180910993.5
202308,99,0,235.0,4985416.4399999995
202308,99,1,148025.53,2088338.13
202308,99,2,151738.76,1417720.64
202309,0,0,70.33000000000004,834.01
202309,0,1,255350676.03,628808997.02
202309,0,2,263725269.63,591952926.15
202309,20,1,92953826.14,276981735.11
202309,20,2,143575480.1,420095355.48
202309,30,1,120508083.26,371067240.44
202309,30,2,188743571.95,599863191.11
202309,40,1,170406782.54,510890345.59
202309,40,2,234436178.84,669927184.43
202309,50,1,241838647.35,821926298.61
202309,50,2,293355835.81,914793283.74
202309,60,1,243323355.45,1330790944.43
202309,60,2,283684427.88,1055719919.56
202309,70,1,224764192.15,1220352713.32
202309,70,2,281477868.47,1188443706.02
202309,80,0,11294.0,30753.13
202309,80,1,130951529.82,844289239.91
202309,80,2,230709005.98,1236771896.21
202309,99,0,3124.0,200650813.11
202309,99,1,197887.63,20100757.73
202309,99,2,176648.85,5488315.39
202310,0,0,12523.210000000001,62953.65
202310,0,1,273454767.91,712800352.42
202310,0,2,278998843.72,657025068.34
202310,20,1,104279938.62,306827427.49
202310,20,2,163037920.56,469722824.63
202310,30,0,0.0,34.02
202310,30,1,140309495.67,417570062.5
202310,30,2,221096923.05,685436555.72
202310,40,1,199433675.23,581049453.22
202310,40,2,276973087.76,772644726.07
202310,50,1,288804692.43,938385597.36
202310,50,2,355053799.18,1063542862.04
202310,60,1,302036272.33,1522116778.03
202310,60,2,358042297.78,1245913904.55
202310,70,1,282016303.37,1406965584.46
202310,70,2,355611504.98,1395502879.23
202310,80,0,248.98000000000002,570.47
202310,80,1,158566801.91,948963276.46
202310,80,2,273402823.47,1373406767.36
202310,99,0,8759.72,6167647.44
202310,99,1,223164.59,2242315.79
202310,99,2,216148.24,1803339.71
202311,0,0,1143.6399999999999,9094.44
202311,0,1,262664914.01,677505024.47
202311,0,2,270063182.78,629327998.35
202311,20,1,98459674.87,287877828.34
202311,20,2,152815387.28,439000026.75
202311,30,0,0.0,845.25
202311,30,1,131571148.06,392497997.4
202311,30,2,208385145.25,644623357.84
202311,40,1,186818834.08,545101242.49
202311,40,2,258124299.03,722455033.61
202311,50,1,268372688.45,881896411.05
202311,50,2,328406337.5,993310803.11
202311,60,0,52.510000000000005,150.02
202311,60,1,287839768.17,1468259344.19
202311,60,2,338534898.12,1185250932.76
202311,70,0,0.0,153.0
202311,70,1,273809954.21,1356428472.33
202311,70,2,339514454.81,1333194315.25
202311,80,0,2529.18,12008.07
202311,80,1,154100467.75,910409003.76
202311,80,2,266745945.0,1327408720.78
202311,99,0,2611.75,211170785.97
202311,99,1,204868.13,14643626.24
202311,99,2,234326.61000000002,11820301.07
202312,0,0,6641.96,140567.03
202312,0,1,271189128.51,709269007.42
202312,0,2,277544468.53,653545631.61
202312,20,0,0.0,47.07
202312,20,1,99549219.19,289438239.74
202312,20,2,151120935.33,430122124.58
202312,30,0,0.0,27274.4
202312,30,1,134164285.46,392750234.4
202312,30,2,207652354.46,631475415.07
202312,40,0,0.0,16636.35
202312,40,1,192020273.31,550367482.98
202312,40,2,259718016.55,720506075.64
202312,50,0,0.0,5783.599999999999
202312,50,1,276808114.39,891402712.64
202312,50,2,331284762.92,991205934.06
202312,60,0,0.0,1823.7399999999998
202312,60,1,295560215.87,1477634717.98
202312,60,2,341698102.57,1179646578.36
202312,70,1,276359920.04,1347090791.53
202312,70,2,336150813.49,1310283791.46
202312,80,0,868.2600000000001,2024.45
202312,80,1,153045139.12,900414592.94
202312,80,2,260291707.28,1291899872.34
202312,99,0,99753.23000000001,52258158.019999996
202312,99,1,195086.52,3105045.79
202312,99,2,216792.19,2435799.43
202401,0,0,0.0,41.1
202401,0,1,264177358.31,690721237.93
202401,0,2,272398179.05,641181313.04
202401,20,1,101740016.96,302204226.71
202401,20,2,156972790.03,456433164.48
202401,30,1,133092559.8,406248596.9
202401,30,2,206130725.44,655210391.9
202401,40,1,185258914.4,559574055.87
202401,40,2,249950638.13,726004278.99
202401,50,1,262399616.63,904028338.33
202401,50,2,310003871.44,991117220.49
202401,60,1,272057521.02,1733675891.46
202401,60,2,308388085.61,1155164462.75
202401,70,1,255308568.82,1366052330.16
202401,70,2,307182612.12,1303384683.43
202401,80,0,337.1600000000001,772.6200000000001
202401,80,1,146642757.7,936689404.85
202401,80,2,251724442.37,1341009005.79
202401,99,0,1302.5,12005003.09
202401,99,1,218113.58,2721416.53
202401,99,2,223460.71,2165112.03
202402,0,0,173.11,514.2
202402,0,1,251511407.08,664596655.59
202402,0,2,258457209.05,622437257.44
202402,20,1,98482305.54,289514183.22
202402,20,2,153901843.52,442490957.49
202402,30,1,131397281.97,389200999.15
202402,30,2,209092242.27,643473104.04
202402,40,1,186041763.97,540394483.51
202402,40,2,257658714.98,727228593.84
202402,50,1,267827428.68,875820696.61
202402,50,2,327861511.2,994184807.4
202402,60,0,0.0,284.76
202402,60,1,283098089.59,1557649594.09
202402,60,2,335716191.31,1161858030.91
202402,70,1,261478328.61,1314979324.13
202402,70,2,324768777.78,1282645580.87
202402,80,0,323.11,1139.2
202402,80,1,141639061.6,873831766.96
202402,80,2,238139058.93,1240800208.71
202402,99,0,10018.349999999999,17066439.83
202402,99,1,212402.16999999998,3512123.69
202402,99,2,209032.83,2724537.5
202403,0,0,0.0,9197.330000000002
202403,0,1,261368864.26,664917966.22
202403,0,2,274906622.82,630265707.99
202403,20,1,96879916.56,279509236.46
202403,20,2,153425112.82,430712551.27
202403,30,1,128547072.44,376991661.67
202403,30,2,204903698.1,618586875.03
202403,40,1,181309112.14000002,519938723.68
202403,40,2,256932074.73,702253960.93
202403,50,1,259625833.15,833469333.5
202403,50,2,324352712.64,951602934.68
202403,60,0,0.0,166.24
202403,60,1,271710470.28,1438299488.17
202403,60,2,325441654.27,1101058714.43
202403,70,1,251387307.16,1235605735.12
202403,70,2,314310118.1,1208335334.7
202403,80,0,1068.24,2848.8
202403,80,1,140189429.02,838370987.2
202403,80,2,240124003.78,1202195096.61
202403,99,0,719.45,304278275.87
202403,99,1,192482.79,18006298.66
202403,99,2,204443.79,27282693.490000002
202404,0,0,0.0,110.25
202404,0,1,243950215.49,637925787.32
202404,0,2,256925415.22,605410136.47
202404,20,1,89856462.75,261465392.82
202404,20,2,143170258.73,404921696.38
202404,30,1,119292726.31,351198009.31
202404,30,2,190769807.65,575868479.35
202404,40,1,167545762.65,481477651.54
202404,40,2,238403297.1,652884823.54
202404,50,0,60.0,60.0
202404,50,1,241520879.5,764139450.04
202404,50,2,305136798.07,889086638.89
202404,60,0,0.0,235.8
202404,60,1,251298462.08,1563663825.75
202404,60,2,306223012.66,1022068897.31
202404,70,1,231435168.66,1115421113.42
202404,70,2,294979041.36,1112105611.75
202404,80,0,1011.79,3625.4
202404,80,1,132760541.09,785328997.54
202404,80,2,234544586.87,1167038557.61
202404,99,0,5442.3,712434737.28
202404,99,1,189731.62,42109574.51
202404,99,2,221476.23,54302144.58
202405,0,0,0.0,300.0
202405,0,1,265335413.03,675211272.22
202405,0,2,271013423.19,632568355.57
202405,20,1,110129739.17999999,318655626.15
202405,20,2,165474713.0,481066313.36
202405,30,1,142863719.51,425414465.51
202405,30,2,223377113.63,705069466.68
202405,40,1,194190088.04,584295096.03
202405,40,2,270286659.74,788498221.18
202405,50,1,279105444.51,963437403.02
202405,50,2,340580169.71,1081235656.03
202405,60,0,0.0,31.75
202405,60,1,302383796.39,1866368485.31
202405,60,2,356861939.21999997,1305721498.09
202405,70,1,294963391.95,1550593155.82
202405,70,2,371895930.92,1507016726.05
202405,80,0,6746.650000000001,20915.33
202405,80,1,161607701.47,1013944209.5
202405,80,2,274805076.71999997,1401955492.03
202405,99,0,10194.36,9852802.53
202405,99,1,186766.19,3409819.59
202405,99,2,218043.35,2447370.53
202406,0,0,0.0,82882.91
202406,0,1,271948739.01,696548599.26
202406,0,2,276813294.03,645951940.06
202406,20,1,106364919.2,305114494.05
202406,20,2,162475950.46,466279208.08
202406,30,1,140221271.18,406854641.38
202406,30,2,222463278.41,681986465.15
202406,40,1,194035028.62,565886028.04
202406,40,2,272098910.71,763327008.93
