Year,Month,AGE_BEN_SNDS,BEN_SEX_COD,RAC,FLT_PAI_MNT
2021,2,50,2,281019118.76022804,893539145.8982233
2021,2,60,0,0.0,88.06
2021,2,60,1,236537828.69015485,1176629730.8968952
2021,2,60,2,277259876.1202253,994117880.4375724
2021,2,70,0,0.0,130.04
2021,2,70,1,206013667.45012978,1031473696.5982159
2021,2,70,2,250211935.0502023,1011282295.7981899
2021,2,80,0,0.0,44.06
2021,2,80,1,120033469.48001923,723709248.5491612
2021,2,80,2,213617595.8601607,1124513707.6178768
2021,2,99,0,34.66,13745736.039999997
2021,2,99,1,300233.95999999787,2085190.1200000623
2021,2,99,2,301798.3599999952,1800267.1700000784
2021,3,0,0,0.0,1346.02
2021,3,0,1,234253305.46007374,707183186.8891723
2021,3,0,2,249573233.76007164,665614076.3991854
2021,3,20,1,91596042.7900524,314787789.9298398
2021,3,20,2,153849658.88009268,499561813.73942095
2021,3,30,0,0.0,27.0
2021,3,30,1,131991420.53011441,439716528.0897082
2021,3,30,2,219219281.95004743,733658987.9592097
2021,3,40,0,0.0,54.0
2021,3,40,1,195368138.73005912,620211401.2393426
2021,3,40,2,275530610.0900817,821719017.7389907
2021,3,50,0,0.0,96.06
2021,3,50,1,267212915.74001306,946415045.2087146
2021,3,50,2,336078226.3101657,1071560046.8784207
2021,3,60,0,0.0,1423.24
2021,3,60,1,282250192.01003945,1556915045.6065166
2021,3,60,2,338976638.5801771,1213310392.5972862
2021,3,70,0,0.0,88.12
2021,3,70,1,253678281.7400436,1249529381.907898
2021,3,70,2,310335165.48020095,1232655349.5977204
2021,3,80,1,146076257.1800408,853840872.5495441
2021,3,80,2,257845095.96005985,1316307480.977731
2021,3,99,0,98.58000000000001,22513845.61
2021,3,99,1,320040.83999999845,2561592.230000041
2021,3,99,2,364830.22999999666,2209657.6800000505
2021,4,0,0,0.0,153.5
2021,4,0,1,195467411.29008088,579812108.0493655
2021,4,0,2,208360624.7900992,553319909.7193689
2021,4,20,1,84608400.2100432,293101052.8898461
2021,4,20,2,141094860.34010103,457130492.80933917
2021,4,30,1,118812256.76009156,400736628.1196695
2021,4,30,2,195431369.86008233,658768935.1092824
2021,4,40,1,176250991.04003787,562812370.3794116
2021,4,40,2,245200116.7600919,735684666.5390056
2021,4,50,1,247300394.41004285,870873276.8885642
2021,4,50,2,307845276.1801669,977426877.9383559
2021,4,60,0,0.0,600.0
2021,4,60,1,254835852.55006266,1343410829.8669758
2021,4,60,2,300695978.43018526,1084026797.7078044
2021,4,70,1,226129229.85006648,1127305669.9181817
2021,4,70,2,278160464.1101679,1108343744.2982683
2021,4,80,1,135059378.49004602,788404499.8092809
2021,4,80,2,243693947.19007254,1224212935.3079937
2021,4,99,0,2060.21,10956774.279999996
2021,4,99,1,280560.9899999976,3750793.6200000374
2021,4,99,2,307623.5399999974,2618443.230000075
2021,5,0,0,13.610000000000003,212.0
2021,5,0,1,200817047.03009352,608133871.7094238
2021,5,0,2,212796232.67009848,570412594.6993767
2021,5,20,1,79464699.0500213,270286166.31988645
2021,5,20,2,129651450.33014812,422678962.74944663
2021,5,30,1,112041620.38008964,374000606.47971755
2021,5,30,2,184765185.8101008,623227853.9693786
2021,5,40,1,164026167.09006184,524053892.5595241
2021,5,40,2,227398860.97004762,685220456.0791728
2021,5,50,1,228053824.37002847,813502152.0388365
2021,5,50,2,281506434.0100875,902673658.5086136
2021,5,60,1,238052022.99003762,1494613636.886519
2021,5,60,2,285368514.6301164,1032134229.3281614
2021,5,70,1,219983188.4600696,1096624043.578875
2021,5,70,2,273437018.35013187,1079324547.9488266
2021,5,80,0,1326.2400000000002,4130.64
2021,5,80,1,137056760.84005445,776028442.0695263
2021,5,80,2,255297282.11007458,1211164439.6485143
2021,5,99,0,259.17,795688.97
2021,5,99,1,297413.2199999993,2315649.350000045
2021,5,99,2,311347.1599999974,1820144.0000000447
2021,6,0,0,438.87,987.5
2021,6,0,1,239768742.03011927,676236216.1093107
2021,6,0,2,246511910.7201087,623687408.6993594
2021,6,20,0,0.0,124.36000000000001
2021,6,20,1,92653415.96004505,296017226.2498242
2021,6,20,2,146906044.39015192,457430680.88943434
2021,6,30,1,128998528.41009814,403588067.52971363
2021,6,30,2,211721100.02008286,677298282.6291384
2021,6,40,1,190615921.71005163,571343077.9894515
2021,6,40,2,266970144.57010293,759674380.7390072
2021,6,50,1,265727600.66005835,889258159.0485559
2021,6,50,2,336767645.49019504,1014038324.2483414
2021,6,60,1,277680406.17006713,1602137002.0457394
2021,6,60,2,339254006.0602366,1159082254.6173358
2021,6,70,1,248949664.1600917,1211182064.7578192
2021,6,70,2,317735263.24030787,1211217518.4577634
2021,6,80,0,5600.410000000001,20814.899999999998
2021,6,80,1,146397426.52004725,835756365.6993036
2021,6,80,2,263572521.20010504,1285168377.9478118
2021,6,99,0,5869.87,184405669.32999995
2021,6,99,1,312248.5599999973,21818503.83999983
2021,6,99,2,340274.9099999957,5082295.199999885
2021,7,0,0,13450.52,64017.099999999984
2021,7,0,1,196266702.8901751,560222204.9593682
2021,7,0,2,203429212.28021,529447007.6893449
2021,7,20,0,272.90999999999997,273.15
2021,7,20,1,85808936.62002148,308554281.0497529
2021,7,20,2,133805201.40011437,458596926.0991785
2021,7,30,0,0.0,3.96
2021,7,30,1,115625276.48006165,390393978.08958966
2021,7,30,2,181529876.05016074,620692365.968896
2021,7,40,1,166742759.22010523,528515412.7793176
2021,7,40,2,226302480.53019762,674722668.6387687
2021,7,50,1,238658341.09014592,820500399.1384194
2021,7,50,2,291215333.3402661,906887467.6482598
2021,7,60,0,0.0,1650.0
2021,7,60,1,239885816.7201574,1291764479.3562274
2021,7,60,2,282617028.5602533,1014798564.9176623
2021,7,70,1,214914146.82013336,1092162262.958265
2021,7,70,2,266053574.40026653,1067157185.9082376
2021,7,80,0,19657.110000000008,57294.32000000004
2021,7,80,1,134101272.61001927,786776634.8590341
2021,7,80,2,245628306.72019416,1213126959.4974954
2021,7,99,0,44.25,8957574.67
2021,7,99,1,258022.63999999853,3413853.620000035
2021,7,99,2,295968.01999999624,2873617.7700000503
2021,8,0,0,11914.510000000002,57538.31999999999
2021,8,0,1,154455335.5301014,441193401.57973105
2021,8,0,2,161872983.63011938,423957368.8096361
2021,8,20,1,65820373.289984755,291665831.07978386
2021,8,20,2,103431829.87008823,421489639.90945417
2021,8,30,1,80660826.87001139,347091514.07970136
2021,8,30,2,128991582.3901331,539517577.2493179
2021,8,40,1,113215186.46007186,438969481.6595817
2021,8,40,2,156168160.08012882,549979101.779354
2021,8,50,1,156796367.79010338,660491198.0490808
2021,8,50,2,192832602.20012176,722361988.0388365
2021,8,60,0,0.0,250.0
2021,8,60,1,158532024.42011824,1062115308.058179
2021,8,60,2,185454558.76014847,818184379.6885045
2021,8,70,1,147561685.61007,926467147.1289153
2021,8,70,2,182329464.01010776,887399350.1288427
2021,8,80,0,11790.670000000002,34454.13
2021,8,80,1,99066826.66000529,690234131.0494845
2021,8,80,2,189159771.89008668,1077599300.258986
2021,8,99,0,52.890000000000015,513821.26999999996
2021,8,99,1,208707.01999999932,2147577.4500000444
2021,8,99,2,202779.4699999992,1582148.750000046
2021,9,0,0,0.0,539.0
2021,9,0,1,230529407.59018263,651880994.5391709
2021,9,0,2,235197521.63020396,597475090.5892533
2021,9,20,1,87976809.3700273,319395472.8597387
2021,9,20,2,138719903.52012238,476833378.19924355
2021,9,30,1,119286646.79006866,415655318.63957804
2021,9,30,2,191797085.89014608,676094817.1388823
2021,9,40,1,175554563.56010526,563125350.7593182
2021,9,40,2,241322445.92016503,727535853.5988479
2021,9,50,1,243091681.44014713,859836421.568499
2021,9,50,2,298378280.73024493,959503434.8782898
2021,9,60,1,246034510.59015882,1294989740.9664779
2021,9,60,2,293094336.73024887,1087169548.9275985
2021,9,70,1,221235457.0401664,1155502569.748009
2021,9,70,2,280457707.17026806,1156338426.117929
2021,9,80,0,850.8000000000001,2832.5299999999997
2021,9,80,1,133355614.43002334,807520658.6791433
2021,9,80,2,240709230.05016285,1241842061.5876381
2021,9,99,0,11147.75,192252095.53999996
2021,9,99,1,245909.49999999933,9175010.69999969
2021,9,99,2,276141.70999999705,8220864.969999671
2021,10,0,0,453.33,2574.48
2021,10,0,1,231698297.56012794,667733494.1993062
2021,10,0,2,237049389.14012998,616856509.9093448
2021,10,20,1,87749275.24003358,290244451.4398254
2021,10,20,2,140248969.46015897,449589947.9694279
2021,10,30,1,121800989.53008778,394657307.0296731
2021,10,30,2,197115631.9701389,656201392.1991292
2021,10,40,0,0.0,2.0
2021,10,40,1,178284508.83010128,546502827.2295628
2021,10,40,2,249475325.36012757,722122340.7290632
2021,10,50,1,253049779.4800982,853398916.9488356
2021,10,50,2,314596062.17020756,966567819.668559
2021,10,60,0,0.0,250.0
2021,10,60,1,263786136.16010985,1265552448.56739
2021,10,60,2,317752155.7002144,1109678080.2580523
2021,10,70,1,240395733.10013828,1182557393.23848
2021,10,70,2,302147999.32027936,1183137987.8082907
2021,10,80,0,3675.0,13820.239999999998
2021,10,80,1,142712361.21004373,820029355.8994086
2021,10,80,2,257400940.06013492,1259404701.6083648
2021,10,99,0,2975.31,8382744.240000001
2021,10,99,1,257064.93999999852,3437509.380000058
2021,10,99,2,273943.45999999833,2654044.4300000533
2021,11,0,0,134.01,2373.44
2021,11,0,1,230680469.21014777,665523078.5393801
2021,11,0,2,238269804.95016167,620131410.8894259
2021,11,20,1,83254318.34000315,273509746.79987234
2021,11,20,2,133442264.70009725,426684328.20945853
2021,11,30,1,115923697.51005065,380042501.58973145
2021,11,30,2,188203802.3201351,629884378.8291925
2021,11,40,1,171873204.66008213,532596033.40950024
2021,11,40,2,238339723.71014154,698355933.949085
2021,11,50,0,0.0,118.72
2021,11,50,1,241360988.72011194,836323725.908696
2021,11,50,2,299617991.40018344,940288341.6584742
2021,11,60,1,260591085.5901263,1311091775.8271253
2021,11,60,2,309919346.82020193,1103046216.357795
2021,11,70,1,242181674.6301321,1193424862.0283668
2021,11,70,2,301978152.00024235,1188379321.5884025
2021,11,80,0,131.51999999999998,331.08
2021,11,80,1,143076266.1000175,815503472.9292299
2021,11,80,2,258072433.38014436,1245776643.2884223
2021,11,99,0,106830.66999999998,174380396.16
2021,11,99,1,259300.63999999812,26870713.099999655
2021,11,99,2,260104.6399999979,6441017.829999872
2021,12,0,0,151.0,489.19
2021,12,0,1,235238181.610089,742678137.9196773
2021,12,0,2,243055355.9301014,697824912.9396223
2021,12,20,0,0.0,59.65
2021,12,20,1,86170050.37997974,325474488.23996407
2021,12,20,2,134764453.51001957,483786298.8196938
2021,12,30,1,118647314.72000422,425683421.75988823
2021,12,30,2,184574855.30005127,663510305.5894914
2021,12,40,1,177431052.07003787,574887966.769686
2021,12,40,2,235601189.74006942,726202262.0594845
2021,12,50,1,249446687.05007607,873590321.3093613
2021,12,50,2,296779397.84012777,955387961.60912
2021,12,60,0,0.0,225.0
2021,12,60,1,258784912.79009333,2327232946.5078874
2021,12,60,2,294754745.9001293,1071841357.1287577
2021,12,70,1,233855141.03003532,1165874634.7391064
2021,12,70,2,276887698.1901045,1117811211.2790887
2021,12,80,1,136816146.11998755,800980507.0897084
2021,12,80,2,242705293.89004463,1213923477.6691906
2021,12,99,0,5104.219999999999,245498603.08
2021,12,99,1,252881.82999999958,17193155.03999986
2021,12,99,2,285161.3799999978,7053426.059999923
2022,1,0,0,0.0,25.0
2022,1,0,1,212207278.2401701,849666875.5985792
2022,1,0,2,219257731.01018256,801641785.9987146
2022,1,20,0,0.0,75.07
2022,1,20,1,82869344.15003324,349334081.9197698
2022,1,20,2,132230104.82015383,525301452.6792128
2022,1,30,0,24.410000000000004,92.4
2022,1,30,1,113707775.6300954,453597547.1295862
2022,1,30,2,182492120.2001261,731300836.8188012
2022,1,40,0,0.0,31.59
2022,1,40,1,165497349.2700931,605102421.5191609
2022,1,40,2,224310698.48015928,792524019.4686666
2022,1,50,0,0.0,3.7
2022,1,50,1,232258133.1701485,903116432.9683664
2022,1,50,2,279952248.2902151,1011456287.7380763
2022,1,60,0,0.0,991.9399999999999
2022,1,60,1,247644264.53017163,1809230357.5553224
2022,1,60,2,287260301.090245,1133468543.187007
2022,1,70,1,230076739.24016598,1216693413.69699
2022,1,70,2,280521013.7702817,1189624579.7071407
2022,1,80,0,233.45,1028.24
2022,1,80,1,135705615.07004324,829902606.3491201
2022,1,80,2,241900629.6101762,1260104917.2369294
2022,1,99,0,90729.42,1067251281.39
2022,1,99,1,280336.5799999978,78746784.75999945
2022,1,99,2,274683.07999999705,80044628.75999942
2022,2,0,0,161.17000000000002,1807.4399999999998
2022,2,0,1,201950251.94008484,607514361.7793133
2022,2,0,2,210988233.5300653,572605408.8193852
2022,2,20,1,80610999.84003493,277062006.89988405
2022,2,20,2,129125386.41017267,427297076.42945963
2022,2,30,1,109710053.0701005,371427485.9997801
2022,2,30,2,178480654.2100813,617398692.0894264
2022,2,40,1,160784544.90007958,508817975.9495733
2022,2,40,2,225323718.6500943,684866764.5692574
2022,2,50,0,0.0,1446.81
2022,2,50,1,228682727.9700851,796441169.8590062
2022,2,50,2,285048488.7801276,908100644.678801
2022,2,60,0,0.0,3.45
2022,2,60,1,238887726.5500908,1275554427.507012
2022,2,60,2,283877214.0701135,1021239589.53848
2022,2,70,1,220037866.5201032,1110653272.6187413
2022,2,70,2,270541489.0701636,1087122990.2588255
2022,2,80,0,415.88999999999993,2669.39
2022,2,80,1,125770859.89005564,753757313.2496126
2022,2,80,2,221844558.5700956,1140048169.9586504
2022,2,99,0,1124.89,9379636.59
2022,2,99,1,233039.88999999862,2135718.970000058
2022,2,99,2,248106.17999999778,1749313.3700000525
2022,3,0,0,19.189999999999998,112.13
2022,3,0,1,256934952.1001266,731816492.1191633
2022,3,0,2,265537973.29009992,681938719.9591831
2022,3,20,1,95755179.35006033,311710819.46986395
2022,3,20,2,153660158.05012098,486102018.1293736
2022,3,30,1,132619664.97011529,425942466.02969193
2022,3,30,2,215827405.44010666,711458610.5492963
2022,3,40,1,196068429.55008128,601060112.4894557
2022,3,40,2,273142773.65009165,803023839.1791719
2022,3,50,1,275046950.760083,938808115.9189636
2022,3,50,2,343535555.78019583,1072615284.918681
2022,3,60,1,294643198.07009876,1487759489.86666
2022,3,60,2,351972008.48023766,1234674513.9777493
2022,3,70,1,273569584.9301187,1340702400.4077892
2022,3,70,2,340359528.08029956,1324600485.4378417
2022,3,80,0,394.62,993.24
2022,3,80,1,152891335.5900505,892849088.0194618
2022,3,80,2,268648555.75010973,1338218873.7179449
2022,3,99,0,11176.899999999998,2304981.890000001
2022,3,99,1,255002.35999999844,2424517.2900000373
2022,3,99,2,273313.0899999987,1941466.2800000655
2022,4,0,0,244.2,710.5
2022,4,0,1,221631699.18012542,619322363.8193356
2022,4,0,2,229452731.93012583,579337880.1393403
2022,4,20,0,0.0,31.59
2022,4,20,1,84728186.30002901,274529496.149909
2022,4,20,2,134038786.28014927,425162554.02947515
2022,4,30,1,114723252.66008504,372437883.2197614
2022,4,30,2,184617694.36013135,616946561.9492525
2022,4,40,1,165838785.97008902,518850408.27951163
2022,4,40,2,230862625.0501333,687472634.0591626
2022,4,50,0,0.0,136.65
2022,4,50,1,235479634.1401149,820049598.8690435
2022,4,50,2,292103800.980192,925336346.55874
2022,4,60,1,246851811.05013484,1371272879.9966998
2022,4,60,2,293700225.7902029,1056165063.5982723
2022,4,70,1,229106617.16014132,1167529110.6986067
2022,4,70,2,286522936.89023674,1145344871.8284986
2022,4,80,0,4618.910000000001,17927.85
2022,4,80,1,133851063.64004584,802099099.3495194
2022,4,80,2,239695356.17014396,1209685628.7878468
2022,4,99,0,133.63000000000002,17282847.24
2022,4,99,1,232836.07999999833,3449889.4200000344
2022,4,99,2,250791.11999999787,2103265.3500000834
2022,5,0,0,135.25,540.44
2022,5,0,1,228552574.5101628,624015585.7993287
2022,5,0,2,233467742.3101723,574539325.2393569
2022,5,20,0,40.0,100.0
2022,5,20,1,88671930.04003565,277723884.93989486
2022,5,20,2,137327247.91014645,427887987.6494142
2022,5,30,1,121786596.21008995,381448361.5697208
2022,5,30,2,194991304.39013994,636978493.1591893
2022,5,40,0,0.0,1299.6
2022,5,40,1,173972120.7101043,533097850.41945213
2022,5,40,2,243163352.0901597,712292395.4591421
2022,5,50,0,0.0,40.0
2022,5,50,1,246673143.15013266,847691754.5188395
2022,5,50,2,307301632.9402454,962129742.5785387
2022,5,60,1,260619175.6401481,1350765485.6063592
2022,5,60,2,315045137.4002733,1121740757.0276957
2022,5,70,1,246709893.36015996,1242629359.0074544
2022,5,70,2,312036291.3203557,1230097461.1975818
2022,5,80,0,2035.5800000000002,5529.22
2022,5,80,1,143563085.74004912,844904031.3194627
2022,5,80,2,259981579.73018503,1275116033.3777964
2022,5,99,0,122.92999999999999,1203581.92
2022,5,99,1,273479.09999999776,2183937.120000066
2022,5,99,2,274820.30999999604,1835948.940000072
2022,6,0,0,8109.639999999999,39048.86999999999
2022,6,0,1,242487934.51021808,666045704.3591114
2022,6,0,2,246620853.26024067,610765097.1191708
2022,6,20,1,90154605.86003414,283120610.0898789
2022,6,20,2,139354312.04012623,434631742.36932594
2022,6,30,1,123388953.05007413,387523985.8896496
2022,6,30,2,198433089.08017275,646480691.7890005
2022,6,40,0,0.0,1531.26
2022,6,40,1,179873831.87010702,543955448.0994065
2022,6,40,2,249660963.77019066,723446936.2589469
2022,6,50,0,0.0,2448.68
2022,6,50,1,256037889.200167,866399239.3684579
2022,6,50,2,317832347.66029036,980697553.8882974
2022,6,60,0,45.18,46.52
2022,6,60,1,267594245.8501871,1383099006.125695
2022,6,60,2,321158160.5903317,1129698079.2372572
2022,6,70,1,248344423.480207,1246490199.3669872
2022,6,70,2,313852321.590398,1234097577.486969
2022,6,80,0,1997.6800000000005,6836.9800000000005
2022,6,80,1,144912217.8000406,851126509.0690475
2022,6,80,2,260492450.36021313,1280316147.4969704
2022,6,99,0,737.0100000000001,182697042.31
2022,6,99,1,263212.7099999978,10812905.109999932
2022,6,99,2,270213.5499999961,20586651.41999964
2022,7,0,0,34150.680000000015,103308.61
2022,7,0,1,201756810.59019205,555415025.2994542
2022,7,0,2,206765227.39021137,518827477.8294393
2022,7,20,0,211.57000000000005,520.46
2022,7,20,1,84746249.49002278,272324145.1599123
2022,7,20,2,128744835.31011564,408531590.9894119
2022,7,30,0,0.0,268.8
2022,7,30,1,112933301.9300603,359736362.2297338
2022,7,30,2,173990334.0501568,576463610.6791849
2022,7,40,0,371.96000000000004,914.98
2022,7,40,1,161798492.00009972,494602572.95948267
2022,7,40,2,217128345.05017695,635031853.9190465
2022,7,50,1,235031955.36015218,793012019.798652
2022,7,50,2,283408225.6902585,877322544.2784753
2022,7,60,0,377.11,601.51
2022,7,60,1,234578191.08017862,1287076174.9364522
2022,7,60,2,271762623.4202474,988416341.5979052
2022,7,70,1,213347117.8201804,1118826890.3382308
2022,7,70,2,263116942.92029873,1081038037.2183723
2022,7,80,0,24497.89999999999,72982.94000000002
2022,7,80,1,130960644.4600266,793682196.13917
2022,7,80,2,238242336.67022353,1200842340.997283
2022,7,99,0,270.33,8919860.77
2022,7,99,1,231663.48999999935,2569477.8100000364
2022,7,99,2,265278.64999999676,2269981.430000095
2022,8,0,0,11623.520000000002,53924.45
2022,8,0,1,171235980.26010406,452522339.3397633
2022,8,0,2,178732458.58011252,428628560.4397253
2022,8,20,1,69951080.20998378,232953077.19994384
2022,8,20,2,108545322.17010415,354271086.759702
2022,8,30,1,85407600.24003257,299339924.14989614
2022,8,30,2,133888786.33013473,479943897.0895341
2022,8,40,1,117916507.36008213,407639445.1997253
2022,8,40,2,161061929.3401126,517592351.24948597
2022,8,50,0,0.0,7.02
2022,8,50,1,168185626.1800935,665700903.1892692
2022,8,50,2,202998109.05012947,721909989.2890761
2022,8,60,1,169191474.68010494,1139439940.3782585
2022,8,60,2,193040570.3201478,843625130.4987004
2022,8,70,1,160519134.29006484,1014461431.9891652
2022,8,70,2,194317054.82013863,951740716.1091672
2022,8,80,0,13332.739999999994,42265.04999999998
2022,8,80,1,103827101.8600215,738310065.4296315
2022,8,80,2,192901584.51011333,1113477910.2691255
2022,8,99,0,62.900000000000006,234728.97999999998
2022,8,99,1,176368.00999999949,1684451.2300000335
2022,8,99,2,161252.24999999907,1325267.970000029
2022,9,0,0,0.0,75.89
2022,9,0,1,247963748.87016046,667238322.3393992
2022,9,0,2,252147746.50016457,608326780.6794306
2022,9,20,1,91697770.77004465,284887054.42989427
2022,9,20,2,143461133.83016193,436805049.92954355
2022,9,30,1,123693762.46009867,387088394.5397305
2022,9,30,2,197346256.62013167,642038272.8892275
2022,9,40,1,183200096.1501047,548647920.9695677
2022,9,40,2,252485018.57014474,725601342.899263
2022,9,50,1,257955312.48011437,870212571.2390293
2022,9,50,2,314120857.48021334,972424458.9487627
2022,9,60,1,257350238.54013267,1376834289.6268756
2022,9,60,2,306052294.97025824,1112815567.6882606
2022,9,70,1,235740212.1801535,1229711826.5481248
2022,9,70,2,296855751.77032125,1219403153.3180656
2022,9,80,0,211.57000000000005,520.46
2022,9,80,1,136717852.01004535,844539991.0595572
2022,9,80,2,242961424.7101744,1267295567.6082435
2022,9,99,0,57.55999999999999,188185813.12999994
2022,9,99,1,217976.44999999885,6962723.579999806
2022,9,99,2,236360.5199999975,16131348.359999454
2022,10,0,0,7636.5599999999995,39486.75999999999
2022,10,0,1,249582299.54020613,678646278.869219
2022,10,0,2,254620260.93025678,626312019.219199
2022,10,20,0,0.0,27.0
2022,10,20,1,88758036.480018,276934379.6698941
2022,10,20,2,141611900.51011562,428385002.4594001
2022,10,30,0,0.0,34.02
2022,10,30,1,121655075.24006183,380299629.1397334
2022,10,30,2,197604605.7201694,636453533.3991147
2022,10,40,0,24.0,60.0
2022,10,40,1,178889368.78010228,536077647.59946734
2022,10,40,2,251306020.3301871,719687152.7890259
2022,10,50,0,0.0,34.02
2022,10,50,1,259526043.2401552,862351488.2286403
2022,10,50,2,320231187.5202895,978362197.2783904
2022,10,60,1,269736892.44018507,1416991663.6164606
2022,10,60,2,319493052.78031516,1133387679.7176514
2022,10,70,1,250792659.94021088,1258124652.4373784
2022,10,70,2,313310146.57039505,1244393177.3174744
2022,10,80,0,2760.370000000001,52048.399999999994
2022,10,80,1,145019218.61002412,859473982.1191208
2022,10,80,2,257316949.5202218,1287419464.727504
2022,10,99,0,244.44000000000003,10188480.120000001
2022,10,99,1,255789.79999999842,2809773.6700000702
2022,10,99,2,249903.879999997,1864329.2700000505
2022,11,0,0,703.69,1521.0600000000002
2022,11,0,1,255255850.1601584,681657220.7294725
2022,11,0,2,261937376.35017622,627871098.7794517
2022,11,20,1,88211091.170013,272084718.8499284
2022,11,20,2,139810632.41011864,418630056.24957216
2022,11,30,1,121189057.78006433,373475427.9098164
2022,11,30,2,195768062.57013643,624066323.2993166
2022,11,40,1,176034734.41009262,525126223.7895967
2022,11,40,2,248281294.3801633,707832339.2192175
2022,11,50,1,252561047.0601271,847225484.4590639
2022,11,50,2,313702816.620242,961232123.9687873
2022,11,60,1,273597921.0801585,1381256379.2972567
2022,11,60,2,323323264.0302669,1135587361.938296
2022,11,70,1,259189660.05018058,1274862510.3085709
2022,11,70,2,321708125.5303318,1257271576.0483382
2022,11,80,0,211.57000000000005,520.46
2022,11,80,1,148033618.94003645,856724868.7595067
2022,11,80,2,262594949.28016704,1282628075.0087895
2022,11,99,0,420.0,179820628.53999996
2022,11,99,1,245859.51999999877,7179572.719999687
2022,11,99,2,275019.46999999654,22977079.119999815
2022,12,0,0,33.599999999999994,107926.87000000001
2022,12,0,1,249654200.8700915,673271459.4597489
2022,12,0,2,257152565.61013216,621784521.5696915
2022,12,20,1,90418593.8999755,276665080.8100065
2022,12,20,2,139398975.24001744,413548199.18993986
2022,12,30,0,0.0,845.25
2022,12,30,1,121240769.31999879,373541542.1099631
2022,12,30,2,187336098.74004588,592595954.9696283
2022,12,40,1,177820812.34003282,522921400.8898014
2022,12,40,2,238426039.3200777,673155296.3295603
2022,12,50,1,255752046.63008526,841226639.1094521
2022,12,50,2,302316387.8301375,916703161.9192712
2022,12,60,1,261730025.0000942,2378952638.947507
2022,12,60,2,298367910.9201404,1055771006.6289356
2022,12,70,1,241113495.6900503,1203285937.3290758
2022,12,70,2,285418209.6901152,1143562487.7691307
2022,12,80,1,136551406.4899874,827520020.39975
2022,12,80,2,235865364.08004338,1217018236.1992645
2022,12,99,0,0.0,239890987.35000002
2022,12,99,1,240557.54999999973,13373101.029999837
2022,12,99,2,241097.569999999,13429588.589999836
2023,1,0,0,0.0,13.97
2023,1,0,1,241682645.62019163,665305966.6391091
2023,1,0,2,247575504.47020233,612864767.3191266
2023,1,20,1,93222420.23004588,290653663.51983476
2023,1,20,2,146668597.25015634,446730693.04926246
2023,1,30,1,126212280.47009182,398079286.21965677
2023,1,30,2,201936938.04012606,657749767.1990261
2023,1,40,1,181215034.920094,559901090.5693698
2023,1,40,2,248261036.4201365,742703933.9089272
2023,1,50,1,257311618.4101197,904929786.9385173
2023,1,50,2,311503177.66024375,1011922640.1882042
2023,1,60,0,52.510000000000005,981.8199999999999
2023,1,60,1,272108126.3901302,1876030829.0049276
2023,1,60,2,318828281.1502767,1199102763.1370156
2023,1,70,1,257835446.620156,1347558833.9568977
2023,1,70,2,315842949.8503433,1318223756.1869652
2023,1,80,1,145041443.2000432,899853826.3992066
2023,1,80,2,251190973.06015205,1329108908.0573864
2023,1,99,0,6.640000000000001,1003059213.2500005
2023,1,99,1,251224.48999999827,63506817.00999985
2023,1,99,2,258346.23999999606,69791397.82999985
2023,2,0,0,6.759999999999998,408875.43
2023,2,0,1,224335469.5802212,602424435.9191297
2023,2,0,2,233059330.5702513,564768927.6891744
2023,2,20,1,87966171.12001926,265817888.54986644
2023,2,20,2,138304067.0701143,404791606.31929445
2023,2,30,1,117887648.05006234,360663165.8896238
2023,2,30,2,189909697.06015587,595210671.538938
2023,2,40,0,13.940000000000001,34.84
2023,2,40,1,170116207.30009523,505366310.6893717
2023,2,40,2,238123643.89020014,674294122.0788285
2023,2,50,1,243841768.15017083,814562941.2083561
2023,2,50,2,302035485.76028234,919351259.5581686
2023,2,60,1,255264390.27018917,1334811467.0161984
2023,2,60,2,301561541.7403181,1059708793.2775507
2023,2,70,1,236826699.27019396,1191297834.7573144
2023,2,70,2,293018123.4703376,1165439180.207545
2023,2,80,0,181.00000000000023,2081.84
2023,2,80,1,131173376.15001133,793666901.6289846
2023,2,80,2,226154238.94018382,1167188281.3877168
2023,2,99,0,418.28999999999996,6420931.319999999
2023,2,99,1,233177.23999999784,1802377.5800000497
2023,2,99,2,251804.179999996,1690577.9700000628
2023,3,0,0,0.0,18579.98
2023,3,0,1,272768065.1301998,720597589.0891088
2023,3,0,2,282249512.22021735,668187405.2990476
2023,3,20,1,103324235.63006315,307211991.2397725
2023,3,20,2,161394181.2501625,468368898.7893312
2023,3,30,1,140712086.9301079,423649494.5196022
2023,3,30,2,226329316.13011363,700734455.3690121
2023,3,40,1,202460661.7101033,596498231.329315
2023,3,40,2,285640919.8701708,802424550.3589035
2023,3,50,1,289781861.50016284,957842356.7587702
2023,3,50,2,360313441.5703294,1089395769.298271
2023,3,60,0,0.0,7095.170000000001
2023,3,60,1,305973640.69021666,1552400891.64615
2023,3,60,2,368326343.8403568,1273520504.78705
2023,3,70,1,288157096.6202505,1419684017.2969832
2023,3,70,2,362514131.8104696,1407086172.2268953
2023,3,80,0,90.50000000000011,1091.54
2023,3,80,1,157556750.03007135,938650775.8593571
2023,3,80,2,271762199.630161,1372659938.7075026
2023,3,99,0,722.24,8852077.3
2023,3,99,1,254681.90999999823,2192537.6900000526
2023,3,99,2,286356.52999999654,1875482.5900000571
