SOI_ANN,SOI_MOI,BEN_SEX_COD,AGE_BEN_SNDS,BEN_RES_REG,RAC,FLT_PAI_MNT,FLT_REM_MNT
2019.0,1.0,2.0,20.0,76.0,11506013.17000037,37556997.55000127,26050984.37999713
2019.0,1.0,2.0,20.0,84.0,17107813.499999925,50245925.63000589,33138112.12999571
2019.0,1.0,2.0,20.0,93.0,11078595.380000347,35658094.71999967,24579499.339996744
2019.0,1.0,2.0,30.0,5.0,5430087.809999964,19808491.0899991,14378403.279999709
2019.0,1.0,2.0,30.0,11.0,47882354.6399935,130632272.41003366,82749917.77000201
2019.0,1.0,2.0,30.0,24.0,5438426.169999888,18232862.889996815,12794436.719998859
2019.0,1.0,2.0,30.0,27.0,5990431.130000027,19510992.039997205,13520560.909998659
2019.0,1.0,2.0,30.0,28.0,7161487.890000172,24765171.699998286,17603683.809998207
2019.0,1.0,2.0,30.0,32.0,15407803.840000277,52368134.85000271,36960331.00999725
2019.0,1.0,2.0,30.0,44.0,15423173.460000126,48029551.31000287,32606377.849997584
2019.0,1.0,2.0,30.0,52.0,8167334.500000134,28155903.68999892,19988569.189998437
2019.0,1.0,2.0,30.0,53.0,6420502.040000007,22740155.449998286,16319653.409998646
2019.0,1.0,2.0,30.0,75.0,13635571.95000027,45126074.19000268,31490502.23999657
2019.0,1.0,2.0,30.0,76.0,14738409.69000014,52246884.48000472,37508474.78999668
2019.0,1.0,2.0,30.0,84.0,21224996.469998557,67325551.07000694,46100554.599997185
2019.0,1.0,2.0,30.0,93.0,16076632.21000009,53905876.170003854,37829243.95999672
2019.0,1.0,2.0,40.0,5.0,7068630.74000003,23978143.719999693,16909512.97999944
2019.0,1.0,2.0,40.0,11.0,51981872.68999417,132187851.26002802,80205978.56999902
2019.0,1.0,2.0,40.0,24.0,7458655.4900000915,22661400.96999723,15202745.479998348
2019.0,1.0,2.0,40.0,27.0,8127270.290000097,24311862.30999764,16184592.019998375
2019.0,1.0,2.0,40.0,28.0,9472979.800000219,29210911.119998477,19737931.31999822
2019.0,1.0,2.0,40.0,32.0,19312032.48999924,60495705.95000234,41183673.4599962
2019.0,1.0,2.0,40.0,44.0,19342910.44999932,55370650.10000164,36027739.64999674
2019.0,1.0,2.0,40.0,52.0,10701050.730000298,31690623.459998827,20989572.729998358
2019.0,1.0,2.0,40.0,53.0,8918598.17000014,27335982.799998406,18417384.629998636
2019.0,1.0,2.0,40.0,75.0,18356435.189999353,55041950.42000185,36685515.229996026
2019.0,1.0,2.0,40.0,76.0,19186965.06999948,61093552.27000252,41906587.1999953
2019.0,1.0,2.0,40.0,84.0,26646613.239998672,74713656.31000751,48067043.06999609
2019.0,1.0,2.0,40.0,93.0,20021715.80999936,63412475.70000366,43390759.88999634
2019.0,1.0,2.0,50.0,5.0,8664952.970000027,32819595.150000714,24154642.18000003
2019.0,1.0,2.0,50.0,11.0,57288474.05999163,157174032.4300147,99885558.3700062
2019.0,1.0,2.0,50.0,24.0,9412637.480000243,30938278.379998464,21525640.899997912
2019.0,1.0,2.0,50.0,27.0,10715214.810000215,34455230.18999905,23740015.379997447
2019.0,1.0,2.0,50.0,28.0,12072063.610000249,40967670.909998715,28895607.29999732
2019.0,1.0,2.0,50.0,32.0,23043183.349998545,80913012.33000839,57869828.979996435
2019.0,1.0,2.0,50.0,44.0,25537565.3399983,77620326.96000652,52082761.61999588
2019.0,1.0,2.0,50.0,52.0,12951474.990000414,40934553.3799997,27983078.3899978
2019.0,1.0,2.0,50.0,53.0,11029918.660000242,36512419.33999885,25482500.679998055
2019.0,1.0,2.0,50.0,75.0,23261303.949998096,76194658.3500085,52933354.39999513
2019.0,1.0,2.0,50.0,76.0,24297067.899998304,83714004.13001263,59416936.22999472
2019.0,1.0,2.0,50.0,84.0,32631705.969997343,97754873.11001712,65123167.13999518
2019.0,1.0,2.0,50.0,93.0,25705075.81999832,90687228.07001594,64982152.24999566
2019.0,1.0,2.0,60.0,5.0,7529771.050000064,34404788.06000135,26875017.009999756
2019.0,1.0,2.0,60.0,11.0,49442268.449993186,157073145.58001843,107630877.13000935
2019.0,1.0,2.0,60.0,24.0,10584785.850000251,38823172.24000039,28238386.389997043
2019.0,1.0,2.0,60.0,27.0,11471690.200000396,42303662.440000445,30831972.23999661
2019.0,1.0,2.0,60.0,28.0,12809980.940000582,49480895.31000141,36670914.36999664
2019.0,1.0,2.0,60.0,32.0,22937412.8799977,95093526.22001453,72156113.33999752
2019.0,1.0,2.0,60.0,44.0,26191949.439997762,90116119.57001397,63924170.129996166
2019.0,1.0,2.0,60.0,52.0,14055290.710000385,48291595.31000066,34236304.59999687
2019.0,1.0,2.0,60.0,53.0,12315234.100000257,45698242.540001154,33383008.439997137
2019.0,1.0,2.0,60.0,75.0,26524826.369997315,97318248.26002061,70793421.8899961
2019.0,1.0,2.0,60.0,76.0,25620823.859998032,100726086.85002524,75105262.98999739
2019.0,1.0,2.0,60.0,84.0,32338830.579997044,110984554.22002259,78645723.64000021
2019.0,1.0,2.0,60.0,93.0,26453850.889997844,103751498.64002487,77297647.74999855
2019.0,1.0,2.0,70.0,5.0,5054512.550000018,29756514.270001512,24702001.71999996
2019.0,1.0,2.0,70.0,11.0,40138198.44999266,140605006.42003796,100466807.97000413
2019.0,1.0,2.0,70.0,24.0,8950589.110000432,36338588.16000059,27387999.04999711
2019.0,1.0,2.0,70.0,27.0,9813880.250000456,40438424.11000127,30624543.85999618
2019.0,1.0,2.0,70.0,28.0,10670102.250000663,45086275.76000168,34416173.50999696
2019.0,1.0,2.0,70.0,32.0,18217524.610000014,83330318.36001009,65112793.74999525
2019.0,1.0,2.0,70.0,44.0,21161258.9199995,79242432.42001125,58081173.49999609
2019.0,1.0,2.0,70.0,52.0,11919618.650000585,45362492.710001834,33442874.05999649
2019.0,1.0,2.0,70.0,53.0,10757687.000000577,45226388.650002144,34468701.64999636
2019.0,1.0,2.0,70.0,75.0,23367985.629998192,95496989.83002289,72129004.1999937
2019.0,1.0,2.0,70.0,76.0,23175803.319998924,103192121.29002449,80016317.96999821
2019.0,1.0,2.0,70.0,84.0,28512273.84999748,110151563.33002648,81639289.47999892
2019.0,1.0,2.0,70.0,93.0,25749149.449997526,114740482.55003546,88991333.10000242
2019.0,1.0,2.0,80.0,5.0,4508538.459999938,34469602.50000241,29961064.040000673
2019.0,1.0,2.0,80.0,11.0,33999130.7799965,155745323.09003222,121746192.31001668
2019.0,1.0,2.0,80.0,24.0,8162670.510000229,39007536.900000714,30844866.38999714
2019.0,1.0,2.0,80.0,27.0,9466085.43000027,45239405.29000255,35773319.85999739
2019.0,1.0,2.0,80.0,28.0,10343183.76000049,51150286.54000215,40807102.779997475
2019.0,1.0,2.0,80.0,32.0,18412803.660000317,96564000.40001439,78151196.73999853
2019.0,1.0,2.0,80.0,44.0,24127387.18999981,94506372.82001324,70378985.62999652
