,annee,mois,region,SIN_N/N-1
505,2023,2,Centre-Val-de-Loire,0.07386946834459929
506,2023,3,Centre-Val-de-Loire,0.047105032847502226
507,2023,4,Centre-Val-de-Loire,0.01668375213513107
508,2023,5,Centre-Val-de-Loire,0.0026313841589820086
509,2023,6,Centre-Val-de-Loire,0.08396062676172233
510,2023,7,Centre-Val-de-Loire,0.06973661907463358
511,2023,8,Centre-Val-de-Loire,0.08581831204856072
512,2023,9,Centre-Val-de-Loire,0.02972358844631473
513,2023,10,Centre-Val-de-Loire,0.08281842033193354
514,2023,11,Centre-Val-de-Loire,0.07040406731981186
515,2023,12,Centre-Val-de-Loire,0.0547674188184204
516,2023,1,Grand Est,0.09169930909544766
517,2023,2,Grand Est,0.08043094226546588
518,2023,3,Grand Est,0.0466002412940858
519,2023,4,Grand Est,0.011374438101146467
520,2023,5,Grand Est,0.002564632421448332
521,2023,6,Grand Est,0.07844368352372166
522,2023,7,Grand Est,0.07026302386995487
523,2023,8,Grand Est,0.05360299287249992
524,2023,9,Grand Est,0.030304246488633835
525,2023,10,Grand Est,0.07287154455765732
526,2023,11,Grand Est,0.07415280709516603
527,2023,12,Grand Est,0.0496753466533526
528,2023,1,Hauts-de-France,0.0929876735670796
529,2023,2,Hauts-de-France,0.0743520675266518
530,2023,3,Hauts-de-France,0.04285415225567801
531,2023,4,Hauts-de-France,0.019092355162337427
532,2023,5,Hauts-de-France,0.006641724569913965
533,2023,6,Hauts-de-France,0.07685078218897323
534,2023,7,Hauts-de-France,0.06867766736823944
535,2023,8,Hauts-de-France,0.06522467953705902
536,2023,9,Hauts-de-France,0.02046682245110354
537,2023,10,Hauts-de-France,0.0718126572029234
538,2023,11,Hauts-de-France,0.06049190144161454
539,2023,12,Hauts-de-France,0.049891261945771204
540,2023,1,Ile-de-France,0.1042216469630235
541,2023,2,Ile-de-France,0.05367200888932211
542,2023,3,Ile-de-France,0.04176083435584155
543,2023,4,Ile-de-France,0.013712083225949856
544,2023,5,Ile-de-France,0.014994589956263793
545,2023,6,Ile-de-France,0.0776544521669702
546,2023,7,Ile-de-France,0.07287738415340539
547,2023,8,Ile-de-France,0.06900828357591182
548,2023,9,Ile-de-France,0.030707882952206278
549,2023,10,Ile-de-France,0.0916820859879326
550,2023,11,Ile-de-France,0.06280458251454024
551,2023,12,Ile-de-France,0.04352865353996305
552,2023,1,Normandie,0.1034715941889155
553,2023,2,Normandie,0.06329553910068886
554,2023,3,Normandie,0.04292155511526796
555,2023,4,Normandie,0.015418174636836257
556,2023,5,Normandie,0.007006215487158629
557,2023,6,Normandie,0.08186645964261463
558,2023,7,Normandie,0.08212367460243741
559,2023,8,Normandie,0.06823816222948809
560,2023,9,Normandie,0.024016513033058073
561,2023,10,Normandie,0.07837011949332573
562,2023,11,Normandie,0.07758998496370206
563,2023,12,Normandie,0.06907737688716264
564,2023,1,Nouvelle-Aquitaine,0.10472379428098955
565,2023,2,Nouvelle-Aquitaine,0.07553802160367229
566,2023,3,Nouvelle-Aquitaine,0.04857884826995429
567,2023,4,Nouvelle-Aquitaine,0.02309949497595265
568,2023,5,Nouvelle-Aquitaine,0.0029227009865904208
569,2023,6,Nouvelle-Aquitaine,0.08847007900708959
570,2023,7,Nouvelle-Aquitaine,0.07617351990149768
571,2023,8,Nouvelle-Aquitaine,0.05611549672910843
572,2023,9,Nouvelle-Aquitaine,0.0249298375868805
573,2023,10,Nouvelle-Aquitaine,0.0839458328356657
574,2023,11,Nouvelle-Aquitaine,0.08624769405726385
575,2023,12,Nouvelle-Aquitaine,0.0460707545292649
576,2023,1,Occitanie,0.10508412033064896
577,2023,2,Occitanie,0.0639712099255374
578,2023,3,Occitanie,0.05006603446682578
579,2023,4,Occitanie,0.02932572154464852
580,2023,5,Occitanie,-0.0009940942685737753
581,2023,6,Occitanie,0.07855847441908104
582,2023,7,Occitanie,0.062406702107211665
583,2023,8,Occitanie,0.04883030191998827
584,2023,9,Occitanie,0.021310791625444025
585,2023,10,Occitanie,0.07015353596221274
586,2023,11,Occitanie,0.06544937007046658
587,2023,12,Occitanie,0.043679766761390404
588,2023,1,Pays de la Loire,0.1076889972638635
589,2023,2,Pays de la Loire,0.08383070341169141
590,2023,3,Pays de la Loire,0.05348375764588731
591,2023,4,Pays de la Loire,0.026017062469156693
592,2023,5,Pays de la Loire,0.011160362493176201
593,2023,6,Pays de la Loire,0.0911989694739781
594,2023,7,Pays de la Loire,0.07684182828244257
595,2023,8,Pays de la Loire,0.07388944797854968
596,2023,9,Pays de la Loire,0.025005135579085902
597,2023,10,Pays de la Loire,0.07754119200712029
598,2023,11,Pays de la Loire,0.0748902084748444
599,2023,12,Pays de la Loire,0.04438286447957385
600,2023,1,Provence-Alpes-Côte d'Azur et Corse,0.1030896556427836
601,2023,2,Provence-Alpes-Côte d'Azur et Corse,0.06215070565653935
602,2023,3,Provence-Alpes-Côte d'Azur et Corse,0.04195719553863797
603,2023,4,Provence-Alpes-Côte d'Azur et Corse,0.014682946813086684
604,2023,5,Provence-Alpes-Côte d'Azur et Corse,-0.0003744060333643606
605,2023,6,Provence-Alpes-Côte d'Azur et Corse,0.07124421023557548
606,2023,7,Provence-Alpes-Côte d'Azur et Corse,0.06364093480765876
607,2023,8,Provence-Alpes-Côte d'Azur et Corse,0.05449421084344608
608,2023,9,Provence-Alpes-Côte d'Azur et Corse,0.029883256973179506
609,2023,10,Provence-Alpes-Côte d'Azur et Corse,0.06815137944591809
610,2023,11,Provence-Alpes-Côte d'Azur et Corse,0.06483822356717983
611,2023,12,Provence-Alpes-Côte d'Azur et Corse,0.03542818442187956
612,2023,1,Régions et Départements d'outre-mer,0.06181918881133264
613,2023,2,Régions et Départements d'outre-mer,0.07659692593407841
614,2023,3,Régions et Départements d'outre-mer,0.07366425953814715
615,2023,4,Régions et Départements d'outre-mer,0.036916186146791485
616,2023,5,Régions et Départements d'outre-mer,0.003963333792994739
617,2023,6,Régions et Départements d'outre-mer,0.057668625340883795
618,2023,7,Régions et Départements d'outre-mer,0.05126963400399043
619,2023,8,Régions et Départements d'outre-mer,0.07035194705748427
620,2023,9,Régions et Départements d'outre-mer,0.045200767271167175
621,2023,10,Régions et Départements d'outre-mer,0.04812320007059823
622,2023,11,Régions et Départements d'outre-mer,0.06779195572294161
623,2023,12,Régions et Départements d'outre-mer,0.039968320238843
624,2024,1,Auvergne-Rhône-Alpes,0.03253702998829522
625,2024,2,Auvergne-Rhône-Alpes,0.10622973414642467
626,2024,3,Auvergne-Rhône-Alpes,-0.026358832745606686
627,2024,4,Auvergne-Rhône-Alpes,0.11563123010421306
628,2024,5,Auvergne-Rhône-Alpes,0.016547351371083208
629,2024,6,Auvergne-Rhône-Alpes,-0.04057759647234105
630,2024,7,Auvergne-Rhône-Alpes,0.127429264215823
631,2024,8,Auvergne-Rhône-Alpes,-0.023941586843090112
632,2024,9,Auvergne-Rhône-Alpes,0.015653500458891578
633,2024,10,Auvergne-Rhône-Alpes,0.01345200658631196
634,2024,11,Auvergne-Rhône-Alpes,-0.13995742214088136
635,2024,12,Auvergne-Rhône-Alpes,-0.29812148186719256
636,2024,1,Bourgogne-Franche-Comté,0.0522959104825389
637,2024,2,Bourgogne-Franche-Comté,0.10327712698338076
638,2024,3,Bourgogne-Franche-Comté,-0.013440538578424088
639,2024,4,Bourgogne-Franche-Comté,0.11520699846258853
640,2024,5,Bourgogne-Franche-Comté,0.029193158552051734
641,2024,6,Bourgogne-Franche-Comté,-0.033489428153036016
642,2024,7,Bourgogne-Franche-Comté,0.11528186985978306
643,2024,8,Bourgogne-Franche-Comté,-0.01387034840951995
644,2024,9,Bourgogne-Franche-Comté,0.01455236353892575
645,2024,10,Bourgogne-Franche-Comté,0.026710480634732692
646,2024,11,Bourgogne-Franche-Comté,-0.14947948623327856
647,2024,12,Bourgogne-Franche-Comté,-0.29018568235506925
648,2024,1,Bretagne,0.048185682903463256
649,2024,2,Bretagne,0.13626108567940753
650,2024,3,Bretagne,-0.037482012408403764
651,2024,4,Bretagne,0.1502000716578893
652,2024,5,Bretagne,0.019879864473531406
653,2024,6,Bretagne,-0.028964031793416334
654,2024,7,Bretagne,0.12809844344486332
655,2024,8,Bretagne,-0.016812756196694756
656,2024,9,Bretagne,0.019532607324925566
657,2024,10,Bretagne,0.0205648482801275
658,2024,11,Bretagne,-0.1157460188771875
659,2024,12,Bretagne,-0.2813953844613786
660,2024,1,Centre-Val-de-Loire,0.04849115502703172
661,2024,2,Centre-Val-de-Loire,0.12399829753206992
662,2024,3,Centre-Val-de-Loire,-0.028506183476252667
663,2024,4,Centre-Val-de-Loire,0.144158576350911
664,2024,5,Centre-Val-de-Loire,0.02523279723760896
665,2024,6,Centre-Val-de-Loire,-0.019096510759289198
666,2024,7,Centre-Val-de-Loire,0.1243300262821061
667,2024,8,Centre-Val-de-Loire,-0.019761944796229947
668,2024,9,Centre-Val-de-Loire,0.020660644779166848
669,2024,10,Centre-Val-de-Loire,0.024371945010905893
670,2024,11,Centre-Val-de-Loire,-0.13476341961651495
671,2024,12,Centre-Val-de-Loire,-0.28537990736603225
672,2024,1,Grand Est,0.033820085427519686
673,2024,2,Grand Est,0.13245697032187542
674,2024,3,Grand Est,-0.05253882259638387
675,2024,4,Grand Est,0.15920182180501907
676,2024,5,Grand Est,0.01901376853351433
677,2024,6,Grand Est,-0.016595728347075456
678,2024,7,Grand Est,0.11041449407098414
679,2024,8,Grand Est,-0.0008932949659901102
680,2024,9,Grand Est,0.010402485149985763
681,2024,10,Grand Est,-0.001984148225111948
682,2024,11,Grand Est,-0.1741903863940123
683,2024,12,Grand Est,-0.3680158388057083
684,2024,1,Hauts-de-France,0.02201247590956612
685,2024,2,Hauts-de-France,0.12851770556614617
686,2024,3,Hauts-de-France,-0.042136993964713265
687,2024,4,Hauts-de-France,0.13722476109710136
688,2024,5,Hauts-de-France,0.013730205304989695
689,2024,6,Hauts-de-France,-0.02838200508441724
690,2024,7,Hauts-de-France,0.11542974623927815
691,2024,8,Hauts-de-France,-0.014932047082774846
692,2024,9,Hauts-de-France,0.021329641845433622
693,2024,10,Hauts-de-France,0.028131670936645703
694,2024,11,Hauts-de-France,-0.12229176427032629
695,2024,12,Hauts-de-France,-0.2950265200228863
696,2024,1,Ile-de-France,0.04440832936637884
697,2024,2,Ile-de-France,0.06116960973915542
698,2024,3,Ile-de-France,0.009580519540009158
699,2024,4,Ile-de-France,0.07532407545840836
700,2024,5,Ile-de-France,0.052304200184257965
701,2024,6,Ile-de-France,-0.03295121200382989
702,2024,7,Ile-de-France,0.10028998086430119
703,2024,8,Ile-de-France,-0.04490168051712806
704,2024,9,Ile-de-France,0.016244147663802
705,2024,10,Ile-de-France,0.010680061629912752
706,2024,11,Ile-de-France,-0.12303919996946322
707,2024,12,Ile-de-France,-0.26700838115897485
708,2024,1,Normandie,0.03798408521583507
709,2024,2,Normandie,0.1427184652641662
710,2024,3,Normandie,-0.028898490888034645
711,2024,4,Normandie,0.15200928086129362
712,2024,5,Normandie,0.020585299170425397
713,2024,6,Normandie,-0.02671573276347916
714,2024,7,Normandie,0.1206339950560189
715,2024,8,Normandie,-0.020005028661361002
716,2024,9,Normandie,0.025067436698164913
717,2024,10,Normandie,0.028270046153022088
718,2024,11,Normandie,-0.14276464107396325
719,2024,12,Normandie,-0.28786331871133053
720,2024,1,Nouvelle-Aquitaine,0.05565426671654583
721,2024,2,Nouvelle-Aquitaine,0.10767492496948172
722,2024,3,Nouvelle-Aquitaine,-0.013065742120655366
723,2024,4,Nouvelle-Aquitaine,0.1204105286773407
724,2024,5,Nouvelle-Aquitaine,0.03631836135009925
725,2024,6,Nouvelle-Aquitaine,-0.02964564167832373
726,2024,7,Nouvelle-Aquitaine,0.13013712768042596
727,2024,8,Nouvelle-Aquitaine,-0.010182500745870904
728,2024,9,Nouvelle-Aquitaine,0.022476268632302787
729,2024,10,Nouvelle-Aquitaine,0.016839380253644398
730,2024,11,Nouvelle-Aquitaine,-0.1523042445271685
731,2024,12,Nouvelle-Aquitaine,-0.2949656829562207
732,2024,1,Occitanie,0.030566941734794684
733,2024,2,Occitanie,0.05481471188486231
734,2024,3,Occitanie,-0.0037261782318593895
735,2024,4,Occitanie,0.06917099542775595
736,2024,5,Occitanie,0.038028182758628404
737,2024,6,Occitanie,-0.040573277624922466
738,2024,7,Occitanie,0.1144212251540484
739,2024,8,Occitanie,-0.03666730889823877
740,2024,9,Occitanie,0.0024127408255272265
741,2024,10,Occitanie,-0.0006030624733190937
742,2024,11,Occitanie,-0.16849598539680277
743,2024,12,Occitanie,-0.31593127408048816
744,2024,1,Pays de la Loire,0.044591406676059764
745,2024,2,Pays de la Loire,0.14224582475713832
746,2024,3,Pays de la Loire,-0.041923943166814026
747,2024,4,Pays de la Loire,0.14521728500369058
748,2024,5,Pays de la Loire,0.018332520839874578
749,2024,6,Pays de la Loire,-0.026427966485607635
750,2024,7,Pays de la Loire,0.14329956465102756
751,2024,8,Pays de la Loire,0.003126047535051635
752,2024,9,Pays de la Loire,0.014853282619089914
753,2024,10,Pays de la Loire,-0.005729439503472156
754,2024,11,Pays de la Loire,-0.15008519691279631
755,2024,12,Pays de la Loire,-0.29244666374381845
756,2024,1,Provence-Alpes-Côte d'Azur et Corse,0.022512893954445
757,2024,2,Provence-Alpes-Côte d'Azur et Corse,0.10943225586471339
758,2024,3,Provence-Alpes-Côte d'Azur et Corse,-0.06688725382139138
759,2024,4,Provence-Alpes-Côte d'Azur et Corse,0.11934289353304717
760,2024,5,Provence-Alpes-Côte d'Azur et Corse,-0.01713363267120671
761,2024,6,Provence-Alpes-Côte d'Azur et Corse,-0.05405299335940894
762,2024,7,Provence-Alpes-Côte d'Azur et Corse,0.10579392202134774
763,2024,8,Provence-Alpes-Côte d'Azur et Corse,-0.05148011586224588
764,2024,9,Provence-Alpes-Côte d'Azur et Corse,-0.00784986240660146
765,2024,10,Provence-Alpes-Côte d'Azur et Corse,-0.001014802321113173
766,2024,11,Provence-Alpes-Côte d'Azur et Corse,-0.16018476607541055
767,2024,12,Provence-Alpes-Côte d'Azur et Corse,-0.3043920151729037
768,2024,1,Régions et Départements d'outre-mer,0.013218192083120028
769,2024,2,Régions et Départements d'outre-mer,0.06702157073751813
770,2024,3,Régions et Départements d'outre-mer,-0.028650078072495977
771,2024,4,Régions et Départements d'outre-mer,0.09246377965793773
772,2024,5,Régions et Départements d'outre-mer,-0.012648718411209403
773,2024,6,Régions et Départements d'outre-mer,-0.04400325514853898
774,2024,7,Régions et Départements d'outre-mer,0.06693067568507316
775,2024,8,Régions et Départements d'outre-mer,-0.0439365195678294
776,2024,9,Régions et Départements d'outre-mer,-0.04564024853193893
777,2024,10,Régions et Départements d'outre-mer,-0.03564751017123324
778,2024,11,Régions et Départements d'outre-mer,-0.1910104079265864
779,2024,12,Régions et Départements d'outre-mer,-0.3698395534872988
